DDInter_ID,DDInter_name,DrugBank_ID,PrimeKG_name,PrimeKG_node,mapping_method,mapping_confidence_category
DDInter371,Chondroitin sulfate,DB09301,Chondroitin sulfate,3530,exact normalized-name fallback,exact-name match
DDInter372,Chorionic Gonadotropin (Human),,,,none,unmapped
DDInter373,Chromic chloride,DB09129,Chromic chloride,4823,exact normalized-name fallback,exact-name match
DDInter374,Chromium picolinate,,,,none,unmapped
DDInter375,Ciclesonide,DB01410,Ciclesonide,2819,exact normalized-name fallback,exact-name match
DDInter376,Ciclesonide (nasal),,,,none,unmapped
DDInter377,Ciclopirox,,,,none,unmapped
DDInter378,Cidofovir,DB00369,Cidofovir,3661,exact normalized-name fallback,exact-name match
DDInter379,Cilostazol,DB01166,Cilostazol,3774,exact normalized-name fallback,exact-name match
DDInter38,Aldesleukin,DB00041,Aldesleukin,3446,exact normalized-name fallback,exact-name match
DDInter380,Cimetidine,DB00501,Cimetidine,3512,exact normalized-name fallback,exact-name match
DDInter381,Cinacalcet,DB01012,Cinacalcet,3918,exact normalized-name fallback,exact-name match
DDInter382,Cinchocaine (topical),,,,none,unmapped
DDInter383,Cinoxacin,DB00827,Cinoxacin,4097,exact normalized-name fallback,exact-name match
DDInter384,Ciprofloxacin,DB00537,Ciprofloxacin,2971,exact normalized-name fallback,exact-name match
DDInter385,Cisapride,DB00604,Cisapride,3741,exact normalized-name fallback,exact-name match
DDInter386,Cisatracurium,DB00565,Cisatracurium,6429,exact normalized-name fallback,exact-name match
DDInter387,Cisplatin,DB00515,Cisplatin,2969,exact normalized-name fallback,exact-name match
DDInter388,Citalopram,DB00215,Citalopram,3865,exact normalized-name fallback,exact-name match
DDInter39,Alectinib,DB11363,Alectinib,5813,exact normalized-name fallback,exact-name match
DDInter390,Citric acid,DB04272,Citric acid,5133,exact normalized-name fallback,exact-name match
DDInter391,Citrus bioflavonoids,,,,none,unmapped
DDInter392,Cladribine,DB00242,Cladribine,4587,exact normalized-name fallback,exact-name match
DDInter393,Clarithromycin,DB01211,Clarithromycin,3778,exact normalized-name fallback,exact-name match
DDInter394,Clavulanic acid,DB00766,Clavulanic acid,9072,exact normalized-name fallback,exact-name match
DDInter395,Clemastine,DB00283,Clemastine,3869,exact normalized-name fallback,exact-name match
DDInter396,Clevidipine,DB04920,Clevidipine,3652,exact normalized-name fallback,exact-name match
DDInter397,Clidinium,DB00771,Clidinium,5095,exact normalized-name fallback,exact-name match
DDInter398,Clindamycin,DB01190,Clindamycin,3328,exact normalized-name fallback,exact-name match
DDInter399,Clindamycin (topical),,,,none,unmapped
DDInter4,Abarelix,,,,none,unmapped
DDInter40,Alefacept,DB00092,Alefacept,6395,exact normalized-name fallback,exact-name match
DDInter400,Clioquinol (topical),,,,none,unmapped
DDInter401,Clobazam,DB00349,Clobazam,3873,exact normalized-name fallback,exact-name match
DDInter402,Clobetasol,DB11750,Clobetasol,3830,exact normalized-name fallback,exact-name match
DDInter403,Clobetasol (topical),,,,none,unmapped
DDInter404,Clocortolone (topical),,,,none,unmapped
DDInter405,Clofarabine,DB00631,Clofarabine,4588,exact normalized-name fallback,exact-name match
DDInter406,Clofazimine,DB00845,Clofazimine,3030,exact normalized-name fallback,exact-name match
DDInter407,Clofedanol,DB04837,Clofedanol,6029,exact normalized-name fallback,exact-name match
DDInter408,Clofibrate,DB00636,Clofibrate,3290,exact normalized-name fallback,exact-name match
DDInter409,Clomifene,DB00882,Clomifene,3469,exact normalized-name fallback,exact-name match
DDInter41,Alemtuzumab,DB00087,Alemtuzumab,5068,exact normalized-name fallback,exact-name match
DDInter410,Clomipramine,DB01242,Clomipramine,3108,exact normalized-name fallback,exact-name match
DDInter411,Clonazepam,DB01068,Clonazepam,3077,exact normalized-name fallback,exact-name match
DDInter412,Clonidine,DB00575,Clonidine,2981,exact normalized-name fallback,exact-name match
DDInter413,Clopidogrel,DB00758,Clopidogrel,3752,exact normalized-name fallback,exact-name match
DDInter414,Clorazepic acid,DB00628,Clorazepic acid,4237,exact normalized-name fallback,exact-name match
DDInter415,Clostridium tetani toxoid antigen (formaldehyde inactivated),DB10583,Clostridium tetani toxoid antigen (formaldehyde inactivated),9663,exact normalized-name fallback,exact-name match
DDInter416,Clotrimazole,DB00257,Clotrimazole,3867,exact normalized-name fallback,exact-name match
DDInter417,Clove,,,,none,unmapped
DDInter418,Cloxacillin,DB01147,Cloxacillin,3094,exact normalized-name fallback,exact-name match
DDInter419,Clozapine,DB00363,Clozapine,3876,exact normalized-name fallback,exact-name match
DDInter42,Alendronic acid,DB00630,Alendronic acid,6512,exact normalized-name fallback,exact-name match
DDInter420,Coagulation Factor IX Human,DB13152,Coagulation Factor IX Human,4762,exact normalized-name fallback,exact-name match
DDInter421,Coagulation factor VIIa Recombinant Human,DB00036,Coagulation factor VIIa Recombinant Human,5417,exact normalized-name fallback,exact-name match
DDInter422,Coagulation factor X human,DB13148,Coagulation factor X human,9504,exact normalized-name fallback,exact-name match
DDInter423,Coal tar (topical),,,,none,unmapped
DDInter424,Cobicistat,DB09065,Cobicistat,3817,exact normalized-name fallback,exact-name match
DDInter425,Cobimetinib,DB05239,Cobimetinib,3548,exact normalized-name fallback,exact-name match
DDInter426,Cocaine (nasal),,,,none,unmapped
DDInter427,Cocaine (topical),,,,none,unmapped
DDInter428,Coccidioides immitis spherule,,,,none,unmapped
DDInter429,Codeine,DB00318,Codeine,3872,exact normalized-name fallback,exact-name match
DDInter43,Alfentanil,DB00802,Alfentanil,3022,exact normalized-name fallback,exact-name match
DDInter430,Coenzyme M,,,,none,unmapped
DDInter431,Colchicine,DB01394,Colchicine,3121,exact normalized-name fallback,exact-name match
DDInter432,Colesevelam,DB00930,Colesevelam,9285,exact normalized-name fallback,exact-name match
DDInter433,Colestipol,DB00375,Colestipol,9745,exact normalized-name fallback,exact-name match
DDInter434,Colistimethate,DB01111,Colistimethate,9571,exact normalized-name fallback,exact-name match
DDInter435,Collagenase clostridium histolyticum,DB00048,Collagenase clostridium histolyticum,4806,exact normalized-name fallback,exact-name match
DDInter436,Collagenase clostridium histolyticum (topical),,,,none,unmapped
DDInter437,Conestat alfa,DB09228,Conestat alfa,4963,exact normalized-name fallback,exact-name match
DDInter438,Conivaptan,DB00872,Conivaptan,4253,exact normalized-name fallback,exact-name match
DDInter439,Conjugated estrogens,DB00286,Conjugated estrogens,2930,exact normalized-name fallback,exact-name match
DDInter44,Alfuzosin,DB00346,Alfuzosin,4216,exact normalized-name fallback,exact-name match
DDInter440,Conjugated estrogens (topical),,,,none,unmapped
DDInter441,Copanlisib,DB12483,Copanlisib,3250,exact normalized-name fallback,exact-name match
DDInter442,Copper gluconate,,,,none,unmapped
DDInter443,Copper oxodotreotide Cu-64,,,,none,unmapped
DDInter445,Corticotropin,DB01285,Corticotropin,3408,exact normalized-name fallback,exact-name match
DDInter446,Cranberry,,,,none,unmapped
DDInter447,Creatine,,,,none,unmapped
DDInter448,Crizotinib,DB08865,Crizotinib,3810,exact normalized-name fallback,exact-name match
DDInter449,Cromoglicic acid,,,,none,unmapped
DDInter45,Alimemazine,DB01246,Alimemazine,6026,exact normalized-name fallback,exact-name match
DDInter451,Cyanocobalamin,DB00115,Cyanocobalamin,3489,exact normalized-name fallback,exact-name match
DDInter452,Cyclandelate,DB04838,Cyclandelate,4320,exact normalized-name fallback,exact-name match
DDInter453,Cyclizine,DB01176,Cyclizine,4566,exact normalized-name fallback,exact-name match
DDInter454,Cyclobenzaprine,DB00924,Cyclobenzaprine,3043,exact normalized-name fallback,exact-name match
DDInter455,Cyclopentolate (ophthalmic),,,,none,unmapped
DDInter456,Cyclophosphamide,DB00531,Cyclophosphamide,3737,exact normalized-name fallback,exact-name match
DDInter457,Cycloserine,DB00260,Cycloserine,3611,exact normalized-name fallback,exact-name match
DDInter458,Cyclosporine,DB00091,Cyclosporine,3717,exact normalized-name fallback,exact-name match
DDInter459,Cyproheptadine,DB00434,Cyproheptadine,4660,exact normalized-name fallback,exact-name match
DDInter46,Aliskiren,DB09026,Aliskiren,4392,exact normalized-name fallback,exact-name match
DDInter460,Cytarabine,DB00987,Cytarabine,3563,exact normalized-name fallback,exact-name match
DDInter461,Cytarabine (liposomal),,,,none,unmapped
DDInter462,Dabrafenib,DB08912,Dabrafenib,4386,exact normalized-name fallback,exact-name match
DDInter463,Dacarbazine,DB00851,Dacarbazine,4098,exact normalized-name fallback,exact-name match
DDInter464,Daclatasvir,DB09102,Daclatasvir,3821,exact normalized-name fallback,exact-name match
DDInter465,Dacomitinib,DB11963,Dacomitinib,3243,exact normalized-name fallback,exact-name match
DDInter466,Dactinomycin,DB00970,Dactinomycin,8939,exact normalized-name fallback,exact-name match
DDInter467,Dalbavancin,DB06219,Dalbavancin,9376,exact normalized-name fallback,exact-name match
DDInter468,Dalfampridine,DB06637,Dalfampridine,4609,exact normalized-name fallback,exact-name match
DDInter469,Dalfopristin,DB01764,Dalfopristin,4305,exact normalized-name fallback,exact-name match
DDInter47,Alitretinoin (topical),,,,none,unmapped
DDInter470,Dalteparin,DB06779,Dalteparin,3551,exact normalized-name fallback,exact-name match
DDInter471,Danaparoid,DB06754,Danaparoid,5612,exact normalized-name fallback,exact-name match
DDInter472,Danazol,DB01406,Danazol,3311,exact normalized-name fallback,exact-name match
DDInter473,Dantrolene,DB01219,Dantrolene,3294,exact normalized-name fallback,exact-name match
DDInter474,Dapagliflozin,DB06292,Dapagliflozin,3984,exact normalized-name fallback,exact-name match
DDInter475,Dapsone,DB00250,Dapsone,3380,exact normalized-name fallback,exact-name match
DDInter476,Dapsone (topical),,,,none,unmapped
DDInter477,Daptomycin,DB00080,Daptomycin,9239,exact normalized-name fallback,exact-name match
DDInter478,Daratumumab,DB09331,Daratumumab,8941,exact normalized-name fallback,exact-name match
DDInter479,Darbepoetin alfa,DB00012,Darbepoetin alfa,6319,exact normalized-name fallback,exact-name match
DDInter48,Allopurinol,DB00437,Allopurinol,3694,exact normalized-name fallback,exact-name match
DDInter480,Darifenacin,DB00496,Darifenacin,3886,exact normalized-name fallback,exact-name match
DDInter481,Darolutamide,DB12941,Darolutamide,3253,exact normalized-name fallback,exact-name match
DDInter482,Darunavir,DB01264,Darunavir,3109,exact normalized-name fallback,exact-name match
DDInter483,Dasabuvir,DB09183,Dasabuvir,4018,exact normalized-name fallback,exact-name match
DDInter484,Dasatinib,DB01254,Dasatinib,3577,exact normalized-name fallback,exact-name match
DDInter485,Daunorubicin,DB00694,Daunorubicin,3572,exact normalized-name fallback,exact-name match
DDInter486,Daunorubicin (liposomal),,,,none,unmapped
DDInter487,Decitabine,DB01262,Decitabine,3496,exact normalized-name fallback,exact-name match
DDInter488,Deferasirox,DB01609,Deferasirox,4121,exact normalized-name fallback,exact-name match
DDInter489,Deferiprone,DB08826,Deferiprone,4674,exact normalized-name fallback,exact-name match
DDInter49,Almotriptan,DB00918,Almotriptan,3683,exact normalized-name fallback,exact-name match
DDInter490,Deferoxamine,DB00746,Deferoxamine,3695,exact normalized-name fallback,exact-name match
DDInter491,Defibrotide,DB04932,Defibrotide,4741,exact normalized-name fallback,exact-name match
DDInter492,Deflazacort,DB11921,Deflazacort,3834,exact normalized-name fallback,exact-name match
DDInter493,Degarelix,DB06699,Degarelix,5361,exact normalized-name fallback,exact-name match
DDInter494,Dehydrocholic acid,DB11622,Dehydrocholic acid,9327,exact normalized-name fallback,exact-name match
DDInter495,Delafloxacin,DB11943,Delafloxacin,3242,exact normalized-name fallback,exact-name match
DDInter496,Delavirdine,DB00705,Delavirdine,3750,exact normalized-name fallback,exact-name match
DDInter497,Demecarium (ophthalmic),,,,none,unmapped
DDInter498,Demeclocycline,DB00618,Demeclocycline,5650,exact normalized-name fallback,exact-name match
DDInter499,Denileukin diftitox,DB00004,Denileukin diftitox,6316,exact normalized-name fallback,exact-name match
DDInter5,Abatacept,DB01281,Abatacept,6666,exact normalized-name fallback,exact-name match
DDInter50,Aloe Vera Leaf,,,,none,unmapped
DDInter500,Denosumab,DB06643,Denosumab,8454,exact normalized-name fallback,exact-name match
DDInter501,Deoxycholic acid,DB03619,Deoxycholic acid,6580,exact normalized-name fallback,exact-name match
DDInter502,Deserpidine,DB01089,Deserpidine,5137,exact normalized-name fallback,exact-name match
DDInter503,Desflurane,DB01189,Desflurane,3098,exact normalized-name fallback,exact-name match
DDInter504,Desipramine,DB01151,Desipramine,3326,exact normalized-name fallback,exact-name match
DDInter505,Desirudin,DB11095,Desirudin,4667,exact normalized-name fallback,exact-name match
DDInter506,Desloratadine,DB00967,Desloratadine,6020,exact normalized-name fallback,exact-name match
DDInter507,Desmopressin,DB00035,Desmopressin,3378,exact normalized-name fallback,exact-name match
DDInter508,Desogestrel,DB00304,Desogestrel,2934,exact normalized-name fallback,exact-name match
DDInter509,Desonide (topical),,,,none,unmapped
DDInter51,Alogliptin,DB06203,Alogliptin,3981,exact normalized-name fallback,exact-name match
DDInter510,Desoximetasone (topical),,,,none,unmapped
DDInter511,Desvenlafaxine,DB06700,Desvenlafaxine,3994,exact normalized-name fallback,exact-name match
DDInter512,Deutetrabenazine,DB12161,Deutetrabenazine,3838,exact normalized-name fallback,exact-name match
DDInter513,Dexamethasone,DB01234,Dexamethasone,3103,exact normalized-name fallback,exact-name match
DDInter514,Dexamethasone (nasal),,,,none,unmapped
DDInter515,Dexamethasone (ophthalmic),,,,none,unmapped
DDInter516,Dexamethasone (topical),,,,none,unmapped
DDInter517,Dexbrompheniramine,DB00405,Dexbrompheniramine,6014,exact normalized-name fallback,exact-name match
DDInter518,Dexfenfluramine,DB01191,Dexfenfluramine,3934,exact normalized-name fallback,exact-name match
DDInter519,Dexlansoprazole,DB05351,Dexlansoprazole,4332,exact normalized-name fallback,exact-name match
DDInter52,Alosetron,DB00969,Alosetron,4100,exact normalized-name fallback,exact-name match
DDInter520,Dexmedetomidine,DB00633,Dexmedetomidine,3894,exact normalized-name fallback,exact-name match
DDInter521,Dexmethylphenidate,DB06701,Dexmethylphenidate,6098,exact normalized-name fallback,exact-name match
DDInter522,Dexrazoxane,DB00380,Dexrazoxane,6436,exact normalized-name fallback,exact-name match
DDInter523,Dextran (-1),,,,none,unmapped
DDInter524,Dextran (high molecular weight),,,,none,unmapped
DDInter525,Dextran (low molecular weight),,,,none,unmapped
DDInter526,Dextroamphetamine,DB01576,Dextroamphetamine,3956,exact normalized-name fallback,exact-name match
DDInter527,Dextromethorphan,DB00514,Dextromethorphan,3887,exact normalized-name fallback,exact-name match
DDInter528,Dextropropoxyphene,DB00647,Dextropropoxyphene,3895,exact normalized-name fallback,exact-name match
DDInter529,"Dextrose, unspecified form",DB09341,"Dextrose, unspecified form",3549,exact normalized-name fallback,exact-name match
DDInter53,Alpelisib,DB12015,Alpelisib,4458,exact normalized-name fallback,exact-name match
DDInter530,Dextrothyroxine,,,,none,unmapped
DDInter531,Dezocine,DB01209,Dezocine,6286,exact normalized-name fallback,exact-name match
DDInter532,Diamorphine,DB01452,Diamorphine,3295,exact normalized-name fallback,exact-name match
DDInter533,Diatrizoate,DB00271,Diatrizoate,9569,exact normalized-name fallback,exact-name match
DDInter534,Diazepam,DB00829,Diazepam,3028,exact normalized-name fallback,exact-name match
DDInter535,Diazoxide,DB01119,Diazoxide,3707,exact normalized-name fallback,exact-name match
DDInter536,Dichloralphenazone,DB01495,Dichloralphenazone,10028,exact normalized-name fallback,exact-name match
DDInter537,Diclofenac,DB00586,Diclofenac,2844,exact normalized-name fallback,exact-name match
DDInter538,Diclofenac (ophthalmic),,,,none,unmapped
DDInter539,Diclofenac (topical),,,,none,unmapped
DDInter54,Alprazolam,DB00404,Alprazolam,2947,exact normalized-name fallback,exact-name match
DDInter540,Diclofenamide,DB01144,Diclofenamide,5578,exact normalized-name fallback,exact-name match
DDInter541,Dicloxacillin,DB00485,Dicloxacillin,4225,exact normalized-name fallback,exact-name match
DDInter542,Dicoumarol,DB00266,Dicoumarol,2926,exact normalized-name fallback,exact-name match
DDInter543,Dicyclomine,DB00804,Dicyclomine,5097,exact normalized-name fallback,exact-name match
DDInter544,Didanosine,DB00900,Didanosine,3039,exact normalized-name fallback,exact-name match
DDInter545,Dienestrol (topical),,,,none,unmapped
DDInter546,Dienogest,DB09123,Dienogest,4404,exact normalized-name fallback,exact-name match
DDInter547,Diethylpropion,DB00937,Diethylpropion,6090,exact normalized-name fallback,exact-name match
DDInter548,Diethylstilbestrol,DB00255,Diethylstilbestrol,2841,exact normalized-name fallback,exact-name match
DDInter549,Difenoxin,DB01501,Difenoxin,9095,exact normalized-name fallback,exact-name match
DDInter55,Alprostadil,DB00770,Alprostadil,5002,exact normalized-name fallback,exact-name match
DDInter550,Diflorasone (topical),,,,none,unmapped
DDInter551,Diflunisal,DB00861,Diflunisal,2845,exact normalized-name fallback,exact-name match
DDInter552,Difluprednate (ophthalmic),,,,none,unmapped
DDInter553,Digitoxin,DB01396,Digitoxin,3122,exact normalized-name fallback,exact-name match
DDInter554,Digoxin,DB00390,Digoxin,4623,exact normalized-name fallback,exact-name match
DDInter555,Digoxin Immune Fab (Ovine),DB00076,Digoxin Immune Fab (Ovine),9821,exact normalized-name fallback,exact-name match
DDInter556,Dihydrocodeine,DB01551,Dihydrocodeine,3954,exact normalized-name fallback,exact-name match
DDInter557,Dihydroergotamine,DB00320,Dihydroergotamine,4214,exact normalized-name fallback,exact-name match
DDInter558,Dihydrotachysterol,DB01070,Dihydrotachysterol,6522,exact normalized-name fallback,exact-name match
DDInter559,Diiodohydroxyquinoline,,,,none,unmapped
DDInter56,Alteplase,DB00009,Alteplase,5372,exact normalized-name fallback,exact-name match
DDInter561,Diltiazem,DB00343,Diltiazem,2946,exact normalized-name fallback,exact-name match
DDInter562,Dimenhydrinate,DB00985,Dimenhydrinate,6021,exact normalized-name fallback,exact-name match
DDInter563,Dimercaprol,DB06782,Dimercaprol,8339,exact normalized-name fallback,exact-name match
DDInter564,Dimethyl fumarate,DB08908,Dimethyl fumarate,8909,exact normalized-name fallback,exact-name match
DDInter567,Dinoprostone (topical),,,,none,unmapped
DDInter568,Dinutuximab,DB09077,Dinutuximab,9369,exact normalized-name fallback,exact-name match
DDInter569,Diphenhydramine,DB01075,Diphenhydramine,3390,exact normalized-name fallback,exact-name match
DDInter57,Altretamine,DB00488,Altretamine,9217,exact normalized-name fallback,exact-name match
DDInter570,Diphenhydramine (topical),,,,none,unmapped
DDInter571,Diphenoxylate,DB01081,Diphenoxylate,5936,exact normalized-name fallback,exact-name match
DDInter572,Dipivefrin (ophthalmic),,,,none,unmapped
DDInter573,Dipyridamole,DB00975,Dipyridamole,5333,exact normalized-name fallback,exact-name match
DDInter574,Diroximel fumarate,DB14783,Diroximel fumarate,5919,exact normalized-name fallback,exact-name match
DDInter575,Disopyramide,DB00280,Disopyramide,3321,exact normalized-name fallback,exact-name match
DDInter576,Disulfiram,DB00822,Disulfiram,3755,exact normalized-name fallback,exact-name match
DDInter577,Dobutamine,DB00841,Dobutamine,3591,exact normalized-name fallback,exact-name match
DDInter578,Docetaxel,DB01248,Docetaxel,3576,exact normalized-name fallback,exact-name match
DDInter579,Docusate,DB11089,Docusate,9230,exact normalized-name fallback,exact-name match
DDInter58,Aluminum hydroxide,DB06723,Aluminum hydroxide,9158,exact normalized-name fallback,exact-name match
DDInter580,Dofetilide,DB00204,Dofetilide,4201,exact normalized-name fallback,exact-name match
DDInter581,Dolasetron,DB00757,Dolasetron,3903,exact normalized-name fallback,exact-name match
DDInter582,Dolutegravir,DB08930,Dolutegravir,4629,exact normalized-name fallback,exact-name match
DDInter583,Donepezil,DB00843,Donepezil,3909,exact normalized-name fallback,exact-name match
DDInter584,Dopamine,DB00988,Dopamine,3424,exact normalized-name fallback,exact-name match
DDInter585,Doravirine,DB12301,Doravirine,3839,exact normalized-name fallback,exact-name match
DDInter586,Doripenem,DB06211,Doripenem,3581,exact normalized-name fallback,exact-name match
DDInter587,Dornase alfa,,,,none,unmapped
DDInter588,Dorzolamide (ophthalmic),,,,none,unmapped
DDInter589,Dotatate,,,,none,unmapped
DDInter59,Alvimopan,DB06274,Alvimopan,5945,exact normalized-name fallback,exact-name match
DDInter590,Doxacurium,DB01135,Doxacurium,3638,exact normalized-name fallback,exact-name match
DDInter591,Doxapram,DB00561,Doxapram,8495,exact normalized-name fallback,exact-name match
DDInter592,Doxazosin,DB00590,Doxazosin,3891,exact normalized-name fallback,exact-name match
DDInter593,Doxepin,DB01142,Doxepin,3093,exact normalized-name fallback,exact-name match
DDInter594,Doxepin (topical),,,,none,unmapped
DDInter595,Doxercalciferol,DB06410,Doxercalciferol,3493,exact normalized-name fallback,exact-name match
DDInter596,Doxorubicin,DB00997,Doxorubicin,3058,exact normalized-name fallback,exact-name match
DDInter597,Doxorubicin (liposomal),,,,none,unmapped
DDInter598,Doxycycline,DB00254,Doxycycline,4208,exact normalized-name fallback,exact-name match
DDInter599,Doxycycline (topical),,,,none,unmapped
DDInter6,Abciximab,DB00054,Abciximab,6008,exact normalized-name fallback,exact-name match
DDInter60,Amantadine,DB00915,Amantadine,3613,exact normalized-name fallback,exact-name match
DDInter600,Doxylamine,DB00366,Doxylamine,6013,exact normalized-name fallback,exact-name match
DDInter601,Dronabinol,DB00470,Dronabinol,3381,exact normalized-name fallback,exact-name match
DDInter602,Dronedarone,DB04855,Dronedarone,3151,exact normalized-name fallback,exact-name match
DDInter603,Droperidol,DB00450,Droperidol,6120,exact normalized-name fallback,exact-name match
DDInter604,Drospirenone,DB01395,Drospirenone,3453,exact normalized-name fallback,exact-name match
DDInter605,Drotrecogin alfa,DB00055,Drotrecogin alfa,4757,exact normalized-name fallback,exact-name match
DDInter606,Droxidopa,DB06262,Droxidopa,3614,exact normalized-name fallback,exact-name match
DDInter607,Dulaglutide,DB09045,Dulaglutide,6733,exact normalized-name fallback,exact-name match
DDInter608,Duloxetine,DB00476,Duloxetine,2960,exact normalized-name fallback,exact-name match
DDInter609,Dupilumab,DB12159,Dupilumab,8113,exact normalized-name fallback,exact-name match
DDInter61,Ambenonium,DB01122,Ambenonium,3637,exact normalized-name fallback,exact-name match
DDInter610,Durvalumab,DB11714,Durvalumab,8398,exact normalized-name fallback,exact-name match
DDInter611,Dutasteride,DB01126,Dutasteride,3088,exact normalized-name fallback,exact-name match
DDInter612,Duvelisib,DB11952,Duvelisib,4454,exact normalized-name fallback,exact-name match
DDInter613,Dyphylline,DB00651,Dyphylline,4739,exact normalized-name fallback,exact-name match
DDInter614,Echinacea,DB14240,Echinacea,4521,exact normalized-name fallback,exact-name match
DDInter615,Echothiophate (ophthalmic),,,,none,unmapped
DDInter616,Econazole,DB01127,Econazole,3602,exact normalized-name fallback,exact-name match
DDInter617,Econazole (topical),,,,none,unmapped
DDInter618,Eculizumab,DB01257,Eculizumab,6728,exact normalized-name fallback,exact-name match
DDInter619,Edetate calcium disodium anhydrous,DB14598,Edetate calcium disodium anhydrous,3538,exact normalized-name fallback,exact-name match
DDInter62,Ambrisentan,DB06403,Ambrisentan,3797,exact normalized-name fallback,exact-name match
DDInter620,Edetate disodium anhydrous,DB14600,Edetate disodium anhydrous,3539,exact normalized-name fallback,exact-name match
DDInter621,Edoxaban,DB09075,Edoxaban,5450,exact normalized-name fallback,exact-name match
DDInter622,Edrophonium,DB01010,Edrophonium,5958,exact normalized-name fallback,exact-name match
DDInter623,Efalizumab,DB00095,Efalizumab,6142,exact normalized-name fallback,exact-name match
DDInter624,Efavirenz,DB00625,Efavirenz,2992,exact normalized-name fallback,exact-name match
DDInter625,Elagolix,DB11979,Elagolix,4030,exact normalized-name fallback,exact-name match
DDInter626,Elbasvir,DB11574,Elbasvir,3825,exact normalized-name fallback,exact-name match
DDInter627,Eletriptan,DB00216,Eletriptan,3379,exact normalized-name fallback,exact-name match
DDInter628,Elexacaftor,DB15444,Elexacaftor,3282,exact normalized-name fallback,exact-name match
DDInter629,Eliglustat,DB09039,Eliglustat,4009,exact normalized-name fallback,exact-name match
DDInter63,Amcinonide,DB00288,Amcinonide,3724,exact normalized-name fallback,exact-name match
DDInter630,Elotuzumab,DB06317,Elotuzumab,8424,exact normalized-name fallback,exact-name match
DDInter631,Eltrombopag,DB06210,Eltrombopag,4137,exact normalized-name fallback,exact-name match
DDInter632,Eluxadoline,DB09272,Eluxadoline,5948,exact normalized-name fallback,exact-name match
DDInter633,Elvitegravir,DB09101,Elvitegravir,4402,exact normalized-name fallback,exact-name match
DDInter634,Emapalumab,DB14724,Emapalumab,6943,exact normalized-name fallback,exact-name match
DDInter635,Emicizumab,DB13923,Emicizumab,5454,exact normalized-name fallback,exact-name match
DDInter636,Empagliflozin,DB09038,Empagliflozin,4630,exact normalized-name fallback,exact-name match
DDInter637,Emtricitabine,DB00879,Emtricitabine,3037,exact normalized-name fallback,exact-name match
DDInter638,Enalapril,DB00584,Enalapril,2983,exact normalized-name fallback,exact-name match
DDInter639,Enasidenib,DB13874,Enasidenib,4046,exact normalized-name fallback,exact-name match
DDInter64,Amifampridine,DB11640,Amifampridine,4658,exact normalized-name fallback,exact-name match
DDInter640,Encorafenib,DB11718,Encorafenib,4026,exact normalized-name fallback,exact-name match
DDInter641,Enflurane,DB00228,Enflurane,2919,exact normalized-name fallback,exact-name match
DDInter642,Enfortumab vedotin,DB13007,Enfortumab vedotin,4484,exact normalized-name fallback,exact-name match
DDInter643,Enfuvirtide,DB00109,Enfuvirtide,4603,exact normalized-name fallback,exact-name match
DDInter644,Enoxacin,DB00467,Enoxacin,4083,exact normalized-name fallback,exact-name match
DDInter645,Enoxaparin,DB01225,Enoxaparin,3557,exact normalized-name fallback,exact-name match
DDInter646,Entacapone,DB00494,Entacapone,3589,exact normalized-name fallback,exact-name match
DDInter647,Entecavir,DB00442,Entecavir,9261,exact normalized-name fallback,exact-name match
DDInter648,Entrectinib,DB11986,Entrectinib,4456,exact normalized-name fallback,exact-name match
DDInter649,Enzalutamide,DB08899,Enzalutamide,3191,exact normalized-name fallback,exact-name match
DDInter65,Amifostine,DB01143,Amifostine,4653,exact normalized-name fallback,exact-name match
DDInter650,Ephedrine,DB01364,Ephedrine,3119,exact normalized-name fallback,exact-name match
DDInter651,Ephedrine (nasal),,,,none,unmapped
DDInter652,Epinephrine,DB00668,Epinephrine,3590,exact normalized-name fallback,exact-name match
DDInter653,Epinephrine (ophthalmic),,,,none,unmapped
DDInter654,Epinephrine (topical),,,,none,unmapped
DDInter655,Epirubicin,DB00445,Epirubicin,3502,exact normalized-name fallback,exact-name match
DDInter656,Eplerenone,DB00700,Eplerenone,3748,exact normalized-name fallback,exact-name match
DDInter657,Epoprostenol,DB01240,Epoprostenol,5114,exact normalized-name fallback,exact-name match
DDInter658,Eprosartan,DB00876,Eprosartan,4993,exact normalized-name fallback,exact-name match
DDInter659,Eptifibatide,DB00063,Eptifibatide,7478,exact normalized-name fallback,exact-name match
DDInter66,Amikacin,DB00479,Amikacin,9195,exact normalized-name fallback,exact-name match
DDInter660,Eravacycline,DB12329,Eravacycline,3690,exact normalized-name fallback,exact-name match
DDInter661,Erdafitinib,DB12147,Erdafitinib,4463,exact normalized-name fallback,exact-name match
DDInter662,Ergocalciferol,DB00153,Ergocalciferol,3343,exact normalized-name fallback,exact-name match
DDInter663,Ergoloid mesylate,DB01049,Ergoloid mesylate,4265,exact normalized-name fallback,exact-name match
DDInter664,Ergometrine,DB01253,Ergometrine,4281,exact normalized-name fallback,exact-name match
DDInter665,Ergotamine,DB00696,Ergotamine,4241,exact normalized-name fallback,exact-name match
DDInter666,Eribulin,DB08871,Eribulin,4811,exact normalized-name fallback,exact-name match
DDInter667,Erlotinib,DB00530,Erlotinib,2970,exact normalized-name fallback,exact-name match
DDInter668,Ertapenem,DB00303,Ertapenem,9143,exact normalized-name fallback,exact-name match
