drug_node_id,drug_id,drug_name,relation,context_group,context_node_id,context_id,context_name,context_source
3959,DB01590,Everolimus,contraindication,disease,11921,2571,primary central nervous system lymphoma,MONDO
3959,DB01590,Everolimus,contraindication,disease,12032,3634,proteinuria,MONDO
3959,DB01590,Everolimus,contraindication,disease,12521,1922,pyoureter,MONDO
3959,DB01590,Everolimus,contraindication,disease,11971,4842,stomatitis,MONDO
3959,DB01590,Everolimus,contraindication,disease,10828,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,thrombocytopenia,MONDO_grouped
3959,DB01590,Everolimus,contraindication,disease,11425,18896_43768,thrombocytopenic purpura,MONDO_grouped
3959,DB01590,Everolimus,contraindication,disease,11336,19536,typical hemolytic-uremic syndrome,MONDO
3959,DB01590,Everolimus,indication,disease,11162,7947,Marfan syndrome,MONDO
3959,DB01590,Everolimus,indication,disease,12043,4989,breast carcinoma,MONDO
3959,DB01590,Everolimus,indication,disease,11735,21100,breast neoplasm,MONDO
3959,DB01590,Everolimus,indication,disease,12002,5005,clear cell renal carcinoma,MONDO
3959,DB01590,Everolimus,indication,disease,12059,4555,kidney angiomyolipoma,MONDO
3959,DB01590,Everolimus,indication,disease,10945,7763,nonpapillary renal cell carcinoma,MONDO
3959,DB01590,Everolimus,indication,disease,12001,5549,renal cell adenocarcinoma,MONDO
3959,DB01590,Everolimus,indication,disease,11493,5086,renal cell carcinoma (disease),MONDO
3959,DB01590,Everolimus,indication,disease,11158,10029,situs inversus,MONDO
3959,DB01590,Everolimus,indication,disease,11128,8612_13199_19341_1734,tuberous sclerosis,MONDO_grouped
3959,DB01590,Everolimus,enzyme,gene/protein,2770,1565,CYP2D6,NCBI
3959,DB01590,Everolimus,enzyme,gene/protein,2062,1576,CYP3A4,NCBI
3959,DB01590,Everolimus,target,gene/protein,429,2475,MTOR,NCBI
3959,DB01590,Everolimus,transporter,gene/protein,1068,5243,ABCB1,NCBI
3959,DB01590,Everolimus,transporter,gene/protein,2258,6579,SLCO1A2,NCBI
3959,DB01590,Everolimus,transporter,gene/protein,2344,10599,SLCO1B1,NCBI
3959,DB01590,Everolimus,transporter,gene/protein,11546,28234,SLCO1B3,NCBI
9365,DB12388,Evocalcet,indication,disease,11007,24570_7767_6964_1530_1741_10837_16166_12406_21132,hyperparathyroidism,MONDO_grouped
9304,DB12625,Evogliptin,indication,disease,11455,5015,diabetes mellitus (disease),MONDO
9304,DB12625,Evogliptin,indication,disease,10895,5148,type 2 diabetes mellitus,MONDO
4684,DB09303,Evolocumab,indication,disease,11400,18328,homozygous familial hypercholesterolemia,MONDO
4684,DB09303,Evolocumab,indication,disease,12165,15905,syndromic dyslipidemia,MONDO
4684,DB09303,Evolocumab,enzyme,gene/protein,11579,255738,PCSK9,NCBI
3600,DB00990,Exemestane,enzyme,gene/protein,740,1588,CYP19A1,NCBI
3600,DB00990,Exemestane,enzyme,gene/protein,2062,1576,CYP3A4,NCBI
3600,DB00990,Exemestane,target,gene/protein,740,1588,CYP19A1,NCBI
3111,DB01276,Exenatide,contraindication,disease,12679,6698,cholecystolithiasis,MONDO
3111,DB01276,Exenatide,contraindication,disease,12680,6699,choledocholithiasis,MONDO
3111,DB01276,Exenatide,contraindication,disease,11190,12672,cholelithiasis,MONDO
3111,DB01276,Exenatide,contraindication,disease,11811,5300,chronic kidney disease,MONDO
3111,DB01276,Exenatide,contraindication,disease,12682,24327,chronic renal failure syndrome,MONDO
3111,DB01276,Exenatide,contraindication,disease,12683,4375,end stage renal failure,MONDO
3111,DB01276,Exenatide,contraindication,disease,12743,6769,gastroparesis (disease),MONDO
3111,DB01276,Exenatide,contraindication,disease,11810,1200_1134_15512_5080_100078,hypertension,MONDO_grouped
3111,DB01276,Exenatide,contraindication,disease,11457,5044,hypertensive disorder,MONDO
3111,DB01276,Exenatide,contraindication,disease,12644,4946,hypoglycemia,MONDO
3111,DB01276,Exenatide,contraindication,disease,11882,1343,impaired renal function disease,MONDO
3111,DB01276,Exenatide,contraindication,disease,11163,11986_4982_5003_6515_3232,pancreatitis,MONDO_grouped
3111,DB01276,Exenatide,contraindication,disease,11053,7079_2491_4938_2046_5367_5689_4456_5186,substance abuse/dependence,MONDO_grouped
3111,DB01276,Exenatide,carrier,gene/protein,1095,213,ALB,NCBI
3111,DB01276,Exenatide,enzyme,gene/protein,1499,1803,DPP4,NCBI
3111,DB01276,Exenatide,target,gene/protein,128,2740,GLP1R,NCBI
5337,DB06246,Exisulind,target,gene/protein,2511,231,AKR1B1,NCBI
5337,DB06246,Exisulind,target,gene/protein,1953,57016,AKR1B10,NCBI
5337,DB06246,Exisulind,target,gene/protein,409,2950,GSTP1,NCBI
5337,DB06246,Exisulind,target,gene/protein,2446,5138,PDE2A,NCBI
5337,DB06246,Exisulind,target,gene/protein,1955,5143,PDE4C,NCBI
5337,DB06246,Exisulind,target,gene/protein,500,5144,PDE4D,NCBI
5337,DB06246,Exisulind,target,gene/protein,2554,8654,PDE5A,NCBI
6584,DB05460,Ezatiostat,target,gene/protein,409,2950,GSTP1,NCBI
4260,DB00973,Ezetimibe,contraindication,disease,12201,995,familial periodic paralysis,MONDO
4260,DB00973,Ezetimibe,contraindication,disease,11784,5281_12365_12366,gallbladder disease,MONDO_grouped
4260,DB00973,Ezetimibe,contraindication,disease,11685,5154,liver disease,MONDO
4260,DB00973,Ezetimibe,contraindication,disease,11911,5218,muscular disease,MONDO
4260,DB00973,Ezetimibe,contraindication,disease,11664,5336,myopathy,MONDO
4260,DB00973,Ezetimibe,contraindication,disease,12049,4187,nodular fasciitis,MONDO
4260,DB00973,Ezetimibe,contraindication,disease,11163,11986_4982_5003_6515_3232,pancreatitis,MONDO_grouped
4260,DB00973,Ezetimibe,contraindication,disease,11479,5290,rhabdomyolysis (disease),MONDO
4260,DB00973,Ezetimibe,contraindication,disease,11712,20120,skeletal muscle disease,MONDO
4260,DB00973,Ezetimibe,contraindication,disease,11053,7079_2491_4938_2046_5367_5689_4456_5186,substance abuse/dependence,MONDO_grouped
4260,DB00973,Ezetimibe,indication,disease,12113,1336,familial hyperlipidemia,MONDO
4260,DB00973,Ezetimibe,indication,disease,11400,18328,homozygous familial hypercholesterolemia,MONDO
4260,DB00973,Ezetimibe,indication,disease,11503,21187_11237_11470,hyperlipidemia,MONDO_grouped
4260,DB00973,Ezetimibe,indication,disease,11052,7759,"hyperlipidemia, familial combined, LPL related",MONDO
4260,DB00973,Ezetimibe,indication,disease,12657,1807,obsolete familial combined hyperlipidemia,MONDO
4260,DB00973,Ezetimibe,indication,disease,10927,20747_20748_8863,sitosterolemia,MONDO_grouped
4260,DB00973,Ezetimibe,enzyme,gene/protein,186,1558,CYP2C8,NCBI
4260,DB00973,Ezetimibe,enzyme,gene/protein,2062,1576,CYP3A4,NCBI
4260,DB00973,Ezetimibe,enzyme,gene/protein,2707,54658,UGT1A1,NCBI
4260,DB00973,Ezetimibe,enzyme,gene/protein,11535,54659,UGT1A3,NCBI
4260,DB00973,Ezetimibe,enzyme,gene/protein,2756,7366,UGT2B15,NCBI
4260,DB00973,Ezetimibe,enzyme,gene/protein,999,7364,UGT2B7,NCBI
4260,DB00973,Ezetimibe,target,gene/protein,1862,290,ANPEP,NCBI
4260,DB00973,Ezetimibe,target,gene/protein,12381,29881,NPC1L1,NCBI
4260,DB00973,Ezetimibe,target,gene/protein,496,6646,SOAT1,NCBI
4260,DB00973,Ezetimibe,transporter,gene/protein,1068,5243,ABCB1,NCBI
4260,DB00973,Ezetimibe,transporter,gene/protein,1980,8647,ABCB11,NCBI
4260,DB00973,Ezetimibe,transporter,gene/protein,848,1244,ABCC2,NCBI
4260,DB00973,Ezetimibe,transporter,gene/protein,2712,8714,ABCC3,NCBI
4260,DB00973,Ezetimibe,transporter,gene/protein,849,9429,ABCG2,NCBI
4260,DB00973,Ezetimibe,transporter,gene/protein,2344,10599,SLCO1B1,NCBI
4627,DB04953,Ezogabine,enzyme,gene/protein,1652,10,NAT2,NCBI
4627,DB04953,Ezogabine,enzyme,gene/protein,2707,54658,UGT1A1,NCBI
4627,DB04953,Ezogabine,enzyme,gene/protein,11535,54659,UGT1A3,NCBI
4627,DB04953,Ezogabine,enzyme,gene/protein,401,54657,UGT1A4,NCBI
4627,DB04953,Ezogabine,enzyme,gene/protein,2093,54600,UGT1A9,NCBI
4627,DB04953,Ezogabine,target,gene/protein,872,3785,KCNQ2,NCBI
4627,DB04953,Ezogabine,target,gene/protein,2774,3786,KCNQ3,NCBI
4627,DB04953,Ezogabine,target,gene/protein,2340,9132,KCNQ4,NCBI
4627,DB04953,Ezogabine,target,gene/protein,2773,56479,KCNQ5,NCBI
8049,DB08687,FG-2216,target,gene/protein,997,54583,EGLN1,NCBI
8049,DB08687,FG-2216,target,gene/protein,141,3091,HIF1A,NCBI
6601,DB03759,FG-9041,target,gene/protein,353,2891,GRIA2,NCBI
6356,DB02888,FKB-001,target,gene/protein,1623,2280,FKBP1A,NCBI
8978,DB15570,FLX475,target,gene/protein,1430,1233,CCR4,NCBI
7178,DB05449,FM-VP4,target,gene/protein,1068,5243,ABCB1,NCBI
8039,DB03220,FR-234938,target,gene/protein,612,100,ADA,NCBI
8036,DB02616,FR117016,target,gene/protein,612,100,ADA,NCBI
8034,DB02096,FR221647,target,gene/protein,612,100,ADA,NCBI
8041,DB03572,FR230513,target,gene/protein,612,100,ADA,NCBI
8037,DB02830,FR236913,target,gene/protein,612,100,ADA,NCBI
8040,DB03370,FR239087,target,gene/protein,612,100,ADA,NCBI
8344,DB05685,FX06,target,gene/protein,309,1003,CDH5,NCBI
4631,DB00426,Famciclovir,contraindication,disease,11731,5240,kidney disease,MONDO
4631,DB00426,Famciclovir,contraindication,disease,12521,1922,pyoureter,MONDO
4631,DB00426,Famciclovir,indication,disease,12136,5609,herpes zoster,MONDO
4631,DB00426,Famciclovir,enzyme,gene/protein,2565,316,AOX1,NCBI
4099,DB00927,Famotidine,contraindication,disease,12590,3652,acute urate nephropathy,MONDO
4099,DB00927,Famotidine,contraindication,disease,11511,2203,constipation disorder,MONDO
4099,DB00927,Famotidine,contraindication,disease,11468,1673,diarrheal disease,MONDO
4099,DB00927,Famotidine,contraindication,disease,11154,7648_5017,diffuse gastric adenocarcinoma,MONDO_grouped
4099,DB00927,Famotidine,contraindication,disease,11784,5281_12365_12366,gallbladder disease,MONDO_grouped
4099,DB00927,Famotidine,contraindication,disease,11046,1056,gastric cancer,MONDO
4099,DB00927,Famotidine,contraindication,disease,12039,4950,gastric carcinoma,MONDO
4099,DB00927,Famotidine,contraindication,disease,12658,18184,gastric linitis plastica,MONDO
4099,DB00927,Famotidine,contraindication,disease,11800,21085,gastric neoplasm,MONDO
4099,DB00927,Famotidine,contraindication,disease,11501,1566,hypercalcemia disease,MONDO
4099,DB00927,Famotidine,contraindication,disease,11007,24570_7767_6964_1530_1741_10837_16166_12406_21132,hyperparathyroidism,MONDO_grouped
4099,DB00927,Famotidine,contraindication,disease,11882,1343,impaired renal function disease,MONDO
4099,DB00927,Famotidine,contraindication,disease,11731,5240,kidney disease,MONDO
4099,DB00927,Famotidine,contraindication,disease,11685,5154,liver disease,MONDO
4099,DB00927,Famotidine,contraindication,disease,12649,43731,lytic metastatic bone lesion,MONDO
4099,DB00927,Famotidine,contraindication,disease,12227,1567,nephrocalcinosis,MONDO
4099,DB00927,Famotidine,contraindication,disease,12031,8171,nephrolithiasis,MONDO
4099,DB00927,Famotidine,contraindication,disease,11000,20722,nephrolithiasis susceptibility caused by SLC26A1,MONDO
4099,DB00927,Famotidine,contraindication,disease,12563,5890,osteitis fibrosa,MONDO
4099,DB00927,Famotidine,contraindication,disease,11688,2319,phosphorus metabolism disease,MONDO
4099,DB00927,Famotidine,contraindication,disease,12521,1922,pyoureter,MONDO
4099,DB00927,Famotidine,contraindication,disease,11350,19338,sarcoidosis,MONDO
4099,DB00927,Famotidine,indication,disease,11333,19610,Zollinger-Ellison syndrome,MONDO
4099,DB00927,Famotidine,indication,disease,12720,5412,duodenal ulcer (disease),MONDO
4099,DB00927,Famotidine,indication,disease,12648,2268,dyspepsia,MONDO
4099,DB00927,Famotidine,indication,disease,11529,1409,esophagitis (disease),MONDO
4099,DB00927,Famotidine,indication,disease,12066,1126,gastric ulcer (disease),MONDO
4099,DB00927,Famotidine,indication,disease,12320,1770,gastrin secretion abnormality,MONDO
4099,DB00927,Famotidine,indication,disease,10908,7186,gastroesophageal reflux disease,MONDO
4099,DB00927,Famotidine,indication,disease,11504,2177,hyperinsulinism (disease),MONDO
4099,DB00927,Famotidine,indication,disease,12637,6896,peptic esophagitis,MONDO
4099,DB00927,Famotidine,enzyme,gene/protein,1019,1544,CYP1A2,NCBI
4099,DB00927,Famotidine,target,gene/protein,2523,3274,HRH2,NCBI
4099,DB00927,Famotidine,transporter,gene/protein,1364,6582,SLC22A2,NCBI
4099,DB00927,Famotidine,transporter,gene/protein,819,9356,SLC22A6,NCBI
4099,DB00927,Famotidine,transporter,gene/protein,1380,9376,SLC22A8,NCBI
4099,DB00927,Famotidine,transporter,gene/protein,2402,55244,SLC47A1,NCBI
5303,DB15303,Faricimab,target,gene/protein,888,285,ANGPT2,NCBI
5303,DB15303,Faricimab,target,gene/protein,203,7422,VEGFA,NCBI
8347,DB05595,Farletuzumab,target,gene/protein,2257,2348,FOLR1,NCBI
3671,DB02509,Farnesol,enzyme,gene/protein,1934,4129,MAOB,NCBI
3671,DB02509,Farnesol,target,gene/protein,1934,4129,MAOB,NCBI
3671,DB02509,Farnesol,target,gene/protein,2427,9971,NR1H4,NCBI
6520,DB07780,Farnesyl diphosphate,target,gene/protein,1985,2224,FDPS,NCBI
6520,DB07780,Farnesyl diphosphate,target,gene/protein,1354,2339,FNTA,NCBI
6520,DB07780,Farnesyl diphosphate,target,gene/protein,545,2342,FNTB,NCBI
6520,DB07780,Farnesyl diphosphate,target,gene/protein,1266,9453,GGPS1,NCBI
6520,DB07780,Farnesyl diphosphate,target,gene/protein,700,3845,KRAS,NCBI
6520,DB07780,Farnesyl diphosphate,target,gene/protein,24,5875,RABGGTA,NCBI
6520,DB07780,Farnesyl diphosphate,target,gene/protein,281,5876,RABGGTB,NCBI
8487,DB04695,Farnesyl thiopyrophosphate,target,gene/protein,1266,9453,GGPS1,NCBI
8487,DB04695,Farnesyl thiopyrophosphate,target,gene/protein,1169,4598,MVK,NCBI
9378,DB12190,Faropenem,indication,disease,11749,24355,respiratory tract infectious disease,MONDO
9378,DB12190,Faropenem,indication,disease,11679,24294_24295,skin disease caused by infection,MONDO_grouped
9377,DB05659,Faropenem medoxomil,indication,disease,11749,24355,respiratory tract infectious disease,MONDO
9377,DB05659,Faropenem medoxomil,indication,disease,11679,24294_24295,skin disease caused by infection,MONDO_grouped
7092,DB08162,Fasudil,indication,disease,12097,5299,brain ischemia,MONDO
7092,DB08162,Fasudil,indication,disease,12805,6812,intracranial vasospasm,MONDO
7092,DB08162,Fasudil,indication,disease,11899,5264,transient ischemic attack (disease),MONDO
7092,DB08162,Fasudil,target,gene/protein,2687,5569,PKIA,NCBI
7092,DB08162,Fasudil,target,gene/protein,176,5566,PRKACA,NCBI
7092,DB08162,Fasudil,target,gene/protein,77,6093,ROCK1,NCBI
7092,DB08162,Fasudil,target,gene/protein,1309,9475,ROCK2,NCBI
6555,DB05249,FavId,target,gene/protein,1615,1441,CSF3R,NCBI
3249,DB12466,Favipiravir,indication,disease,12115,5812,influenza,MONDO
3249,DB12466,Favipiravir,indication,disease,13014,13855,"influenza, severe, susceptibility to",MONDO
3249,DB12466,Favipiravir,off-label use,disease,12631,5719,Coronavinae infectious disease,MONDO
3249,DB12466,Favipiravir,carrier,gene/protein,1095,213,ALB,NCBI
3249,DB12466,Favipiravir,carrier,gene/protein,1190,5004,ORM1,NCBI
3249,DB12466,Favipiravir,carrier,gene/protein,2163,5005,ORM2,NCBI
3249,DB12466,Favipiravir,enzyme,gene/protein,2565,316,AOX1,NCBI
3249,DB12466,Favipiravir,enzyme,gene/protein,186,1558,CYP2C8,NCBI
3249,DB12466,Favipiravir,enzyme,gene/protein,1939,1571,CYP2E1,NCBI
3249,DB12466,Favipiravir,enzyme,gene/protein,1691,7498,XDH,NCBI
3249,DB12466,Favipiravir,transporter,gene/protein,1068,5243,ABCB1,NCBI
3249,DB12466,Favipiravir,transporter,gene/protein,11554,116085,SLC22A12,NCBI
3249,DB12466,Favipiravir,transporter,gene/protein,819,9356,SLC22A6,NCBI
3249,DB12466,Favipiravir,transporter,gene/protein,1380,9376,SLC22A8,NCBI
8028,DB04854,Febuxostat,contraindication,disease,12164,2679,cerebral infarction,MONDO
8028,DB04854,Febuxostat,contraindication,disease,11771,11057,cerebrovascular disorder,MONDO
8028,DB04854,Febuxostat,contraindication,disease,12582,6716,coronary thrombosis,MONDO
8028,DB04854,Febuxostat,contraindication,disease,11783,19050_4781_44348_44349,hemoglobinopathy,MONDO_grouped
8028,DB04854,Febuxostat,contraindication,disease,12583,6652_3678_1090_3672_3673_3676_3677_3679_6803,myocardial infarction,MONDO_grouped
8028,DB04854,Febuxostat,contraindication,disease,12034,5068,myocardial infarction (disease),MONDO
8028,DB04854,Febuxostat,contraindication,disease,11078,20671,obsolete susceptibility to ischemic stroke,MONDO
8028,DB04854,Febuxostat,contraindication,disease,11471,5098,stroke disorder,MONDO
8028,DB04854,Febuxostat,indication,disease,12561,2144,obsolete hyperuricemia (disease),MONDO
8028,DB04854,Febuxostat,target,gene/protein,1691,7498,XDH,NCBI
4033,DB12500,Fedratinib,indication,disease,12630,44903,myelofibrosis,MONDO
4033,DB12500,Fedratinib,indication,disease,10826,9692,primary myelofibrosis,MONDO
4033,DB12500,Fedratinib,enzyme,gene/protein,2613,1557,CYP2C19,NCBI
4033,DB12500,Fedratinib,enzyme,gene/protein,2770,1565,CYP2D6,NCBI
4033,DB12500,Fedratinib,enzyme,gene/protein,2062,1576,CYP3A4,NCBI
4033,DB12500,Fedratinib,enzyme,gene/protein,1544,2328,FMO3,NCBI
4033,DB12500,Fedratinib,target,gene/protein,394,2322,FLT3,NCBI
4033,DB12500,Fedratinib,target,gene/protein,389,3716,JAK1,NCBI
4033,DB12500,Fedratinib,target,gene/protein,437,3717,JAK2,NCBI
4033,DB12500,Fedratinib,transporter,gene/protein,1068,5243,ABCB1,NCBI
4033,DB12500,Fedratinib,transporter,gene/protein,849,9429,ABCG2,NCBI
4033,DB12500,Fedratinib,transporter,gene/protein,673,5452,POU2F2,NCBI
4033,DB12500,Fedratinib,transporter,gene/protein,2402,55244,SLC47A1,NCBI
4033,DB12500,Fedratinib,transporter,gene/protein,12473,146802,SLC47A2,NCBI
4033,DB12500,Fedratinib,transporter,gene/protein,2344,10599,SLCO1B1,NCBI
4033,DB12500,Fedratinib,transporter,gene/protein,11546,28234,SLCO1B3,NCBI
4258,DB00949,Felbamate,contraindication,disease,10878,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,anxiety disorder,MONDO_grouped
4258,DB00949,Felbamate,contraindication,disease,11908,15909,aplastic anemia,MONDO
4258,DB00949,Felbamate,contraindication,disease,12519,1442,dysthymic disorder,MONDO
4258,DB00949,Felbamate,contraindication,disease,10834,19171,familial long QT syndrome,MONDO
4258,DB00949,Felbamate,contraindication,disease,11784,5281_12365_12366,gallbladder disease,MONDO_grouped
4258,DB00949,Felbamate,contraindication,disease,11728,5570,hematologic disease,MONDO
4258,DB00949,Felbamate,contraindication,disease,10836,12197,idiopathic aplastic anemia,MONDO
4258,DB00949,Felbamate,contraindication,disease,11353,19142,inherited porphyria,MONDO
4258,DB00949,Felbamate,contraindication,disease,11731,5240,kidney disease,MONDO
4258,DB00949,Felbamate,contraindication,disease,11685,5154,liver disease,MONDO
4258,DB00949,Felbamate,contraindication,disease,12316,100192,liver failure,MONDO
4258,DB00949,Felbamate,contraindication,disease,10791,100316_12738_14550_14548_13279_12737_13062_12736_11377_32915_13370_13367_13372_2442_32756,long QT syndrome,MONDO_grouped
4258,DB00949,Felbamate,contraindication,disease,12091,5379,neurotic disorder,MONDO
4258,DB00949,Felbamate,contraindication,disease,11972,37939,porphyria,MONDO
4258,DB00949,Felbamate,contraindication,disease,12296,37821,porphyrin metabolism disease,MONDO
4258,DB00949,Felbamate,contraindication,disease,12521,1922,pyoureter,MONDO
4258,DB00949,Felbamate,contraindication,disease,12510,5478,torsades de pointes,MONDO
4258,DB00949,Felbamate,indication,disease,11039,16532,Lennox-Gastaut syndrome,MONDO
4258,DB00949,Felbamate,indication,disease,11258,18168_19033_18167,cutis verticis gyrata,MONDO_grouped
4258,DB00949,Felbamate,indication,disease,11701,5027,epilepsy,MONDO
4258,DB00949,Felbamate,indication,disease,11978,5384,partial epilepsy,MONDO
4258,DB00949,Felbamate,enzyme,gene/protein,2613,1557,CYP2C19,NCBI
4258,DB00949,Felbamate,enzyme,gene/protein,1876,1559,CYP2C9,NCBI
4258,DB00949,Felbamate,enzyme,gene/protein,1939,1571,CYP2E1,NCBI
4258,DB00949,Felbamate,enzyme,gene/protein,2062,1576,CYP3A4,NCBI
4258,DB00949,Felbamate,target,gene/protein,2248,2903,GRIN2A,NCBI
4258,DB00949,Felbamate,target,gene/protein,651,2904,GRIN2B,NCBI
7981,DB07477,Felbinac,indication,disease,11864,6816,arthropathy,MONDO
7981,DB07477,Felbinac,indication,disease,11477,5178_6629_5416_6630_6631_6632,osteoarthritis,MONDO_grouped
7981,DB07477,Felbinac,indication,disease,10996,8143_7704_11923_12893_12894_12568,osteoarthritis susceptibility,MONDO_grouped
7981,DB07477,Felbinac,target,gene/protein,1907,1514,CTSL,NCBI
3767,DB01023,Felodipine,contraindication,disease,12268,19624_15055_15056,acquired angioedema,MONDO_grouped
3767,DB01023,Felodipine,contraindication,disease,11870,1609,agranulocytosis,MONDO
3767,DB01023,Felodipine,contraindication,disease,12322,10481,angioedema,MONDO
3767,DB01023,Felodipine,contraindication,disease,12179,4978,aortic stenosis,MONDO
3767,DB01023,Felodipine,contraindication,disease,11133,32783_24523_13902_3803,aortic valve disease,MONDO_grouped
3767,DB01023,Felodipine,contraindication,disease,12295,42981,aortic valve stenosis,MONDO
3767,DB01023,Felodipine,contraindication,disease,11475,2277,arteriosclerosis disorder,MONDO
3767,DB01023,Felodipine,contraindication,disease,11780,5311,atherosclerosis,MONDO
3767,DB01023,Felodipine,contraindication,disease,11755,5381,bone disease,MONDO
3767,DB01023,Felodipine,contraindication,disease,11740,5569,cartilage disease,MONDO
3767,DB01023,Felodipine,contraindication,disease,11361,5854_3900_16663,connective tissue disease,MONDO_grouped
3767,DB01023,Felodipine,contraindication,disease,11855,5010,coronary artery disease,MONDO
3767,DB01023,Felodipine,contraindication,disease,12166,21661,coronary atherosclerosis,MONDO
3767,DB01023,Felodipine,contraindication,disease,12582,6716,coronary thrombosis,MONDO
3767,DB01023,Felodipine,contraindication,disease,11784,5281_12365_12366,gallbladder disease,MONDO_grouped
3767,DB01023,Felodipine,contraindication,disease,11783,19050_4781_44348_44349,hemoglobinopathy,MONDO_grouped
3767,DB01023,Felodipine,contraindication,disease,11037,12526_15053_19623_15054,hereditary angioedema,MONDO_grouped
3767,DB01023,Felodipine,contraindication,disease,10917,33946,hereditary angioedema with C1Inh deficiency,MONDO
3767,DB01023,Felodipine,contraindication,disease,10885,13412_13200_12112_7268_11843_13474_13475_13477_10946_12799_8647_12804_13455_14883_13852_13197_7267_13195_12111_13369_7266_13476_5045,hypertrophic cardiomyopathy,MONDO_grouped
3767,DB01023,Felodipine,contraindication,disease,11476,5468,hypotensive disorder,MONDO
3767,DB01023,Felodipine,contraindication,disease,11731,5240,kidney disease,MONDO
3767,DB01023,Felodipine,contraindication,disease,11685,5154,liver disease,MONDO
3767,DB01023,Felodipine,contraindication,disease,12583,6652_3678_1090_3672_3673_3676_3677_3679_6803,myocardial infarction,MONDO_grouped
3767,DB01023,Felodipine,contraindication,disease,12034,5068,myocardial infarction (disease),MONDO
3767,DB01023,Felodipine,contraindication,disease,11825,1475,neutropenia,MONDO
3767,DB01023,Felodipine,contraindication,disease,12532,19013,non-histaminic angioedema,MONDO
3767,DB01023,Felodipine,contraindication,disease,12521,1922,pyoureter,MONDO
3767,DB01023,Felodipine,contraindication,disease,12566,6945,renal artery obstruction,MONDO
3767,DB01023,Felodipine,contraindication,disease,12531,15057,renin-angiotensin-aldosterone system-blocker-induced angioedema,MONDO
3767,DB01023,Felodipine,contraindication,disease,10897,8504,supravalvular aortic stenosis (disease),MONDO
3767,DB01023,Felodipine,indication,disease,11810,1200_1134_15512_5080_100078,hypertension,MONDO_grouped
3767,DB01023,Felodipine,indication,disease,11457,5044,hypertensive disorder,MONDO
3767,DB01023,Felodipine,off-label use,disease,12721,6021,Prinzmetal angina,MONDO
3767,DB01023,Felodipine,off-label use,disease,10893,8364,Raynaud disease,MONDO
3767,DB01023,Felodipine,enzyme,gene/protein,186,1558,CYP2C8,NCBI
3767,DB01023,Felodipine,enzyme,gene/protein,1876,1559,CYP2C9,NCBI
3767,DB01023,Felodipine,enzyme,gene/protein,2770,1565,CYP2D6,NCBI
3767,DB01023,Felodipine,enzyme,gene/protein,2062,1576,CYP3A4,NCBI
3767,DB01023,Felodipine,enzyme,gene/protein,2385,1577,CYP3A5,NCBI
3767,DB01023,Felodipine,enzyme,gene/protein,2615,1551,CYP3A7,NCBI
3767,DB01023,Felodipine,target,gene/protein,1722,775,CACNA1C,NCBI
3767,DB01023,Felodipine,target,gene/protein,2310,776,CACNA1D,NCBI
3767,DB01023,Felodipine,target,gene/protein,2205,8912,CACNA1H,NCBI
3767,DB01023,Felodipine,target,gene/protein,1688,779,CACNA1S,NCBI
3767,DB01023,Felodipine,target,gene/protein,1536,781,CACNA2D1,NCBI
3767,DB01023,Felodipine,target,gene/protein,820,9254,CACNA2D2,NCBI
3767,DB01023,Felodipine,target,gene/protein,1988,783,CACNB2,NCBI
3767,DB01023,Felodipine,target,gene/protein,20,801,CALM1,NCBI
3767,DB01023,Felodipine,target,gene/protein,1311,4306,NR3C2,NCBI
3767,DB01023,Felodipine,target,gene/protein,2516,5136,PDE1A,NCBI
3767,DB01023,Felodipine,target,gene/protein,252,5153,PDE1B,NCBI
3767,DB01023,Felodipine,target,gene/protein,582,7134,TNNC1,NCBI
3767,DB01023,Felodipine,target,gene/protein,2497,7125,TNNC2,NCBI
3767,DB01023,Felodipine,transporter,gene/protein,1068,5243,ABCB1,NCBI
3767,DB01023,Felodipine,transporter,gene/protein,1980,8647,ABCB11,NCBI
5305,DB00093,Felypressin,target,gene/protein,2343,552,AVPR1A,NCBI
6305,DB01463,Fencamfamin,target,gene/protein,369,6531,SLC6A3,NCBI
4389,DB08980,Fendiline,indication,disease,11855,5010,coronary artery disease,MONDO
4389,DB08980,Fendiline,indication,disease,12122,24644,myocardial ischemia,MONDO
4389,DB08980,Fendiline,enzyme,gene/protein,2062,1576,CYP3A4,NCBI
4119,DB01482,Fenethylline,enzyme,gene/protein,1019,1544,CYP1A2,NCBI
3740,DB00574,Fenfluramine,contraindication,disease,11122,9100,IDDM 1,MONDO
3740,DB00574,Fenfluramine,contraindication,disease,11455,5015,diabetes mellitus (disease),MONDO
3740,DB00574,Fenfluramine,contraindication,disease,10982,12819,diabetic ketoacidosis,MONDO
3740,DB00574,Fenfluramine,contraindication,disease,10993,11129_9277_5041,glaucoma,MONDO_grouped
3740,DB00574,Fenfluramine,contraindication,disease,11810,1200_1134_15512_5080_100078,hypertension,MONDO_grouped
3740,DB00574,Fenfluramine,contraindication,disease,11457,5044,hypertensive disorder,MONDO
3740,DB00574,Fenfluramine,contraindication,disease,12204,1999_5149,pulmonary hypertension,MONDO_grouped
